id	k	g	s
44358	0.650	1.650	0.100
44359	0.650	1.650	0.200
44360	0.650	1.650	0.300
44361	0.650	1.650	0.400
44362	0.650	1.650	0.500
44363	0.650	1.650	0.600
44364	0.650	1.650	0.700
44365	0.650	1.650	0.800
44366	0.650	1.650	0.900
44367	0.700	1.150	0.000
44368	0.700	1.150	0.100
44369	0.700	1.150	0.200
44370	0.700	1.150	0.300
44371	0.700	1.150	0.400
44372	0.700	1.150	0.500
44373	0.700	1.150	0.600
44374	0.700	1.150	0.700
44375	0.700	1.150	0.800
44376	0.700	1.150	0.900
44377	0.700	1.200	0.000
44378	0.700	1.200	0.100
44379	0.700	1.200	0.200
44380	0.700	1.200	0.300
44381	0.700	1.200	0.400
44382	0.700	1.200	0.500
44383	0.700	1.200	0.600
44384	0.700	1.200	0.700
44385	0.700	1.200	0.800
44386	0.700	1.200	0.900
44387	0.700	1.250	0.000
44388	0.700	1.250	0.100
44389	0.700	1.250	0.200
44390	0.700	1.250	0.300
44391	0.700	1.250	0.400
44392	0.700	1.250	0.500
44393	0.700	1.250	0.600
44394	0.700	1.250	0.700
44395	0.700	1.250	0.800
44396	0.700	1.250	0.900
44397	0.700	1.300	0.000
44398	0.700	1.300	0.100
44399	0.700	1.300	0.200
44400	0.700	1.300	0.300
44401	0.700	1.300	0.400
44402	0.700	1.300	0.500
44403	0.700	1.300	0.600
44404	0.700	1.300	0.700
44405	0.700	1.300	0.800
44406	0.700	1.300	0.900
44407	0.700	1.350	0.000
44408	0.700	1.350	0.100
44409	0.700	1.350	0.200
44410	0.700	1.350	0.300
44411	0.700	1.350	0.400
44412	0.700	1.350	0.500
44413	0.700	1.350	0.600
44414	0.700	1.350	0.700
44415	0.700	1.350	0.800
44416	0.700	1.350	0.900
44417	0.700	1.400	0.000
44418	0.700	1.400	0.100
44419	0.700	1.400	0.200
44420	0.700	1.400	0.300
44421	0.700	1.400	0.400
44422	0.700	1.400	0.500
44423	0.700	1.400	0.600
44424	0.700	1.400	0.700
44425	0.700	1.400	0.800
44426	0.700	1.400	0.900
44427	0.700	1.450	0.000
44428	0.700	1.450	0.100
44429	0.700	1.450	0.200
44430	0.700	1.450	0.300
44431	0.700	1.450	0.400
44432	0.700	1.450	0.500
44433	0.700	1.450	0.600
44434	0.700	1.450	0.700
44435	0.700	1.450	0.800
44436	0.700	1.450	0.900
44437	0.700	1.500	0.000
44438	0.700	1.500	0.100
44439	0.700	1.500	0.200
44440	0.700	1.500	0.300
44441	0.700	1.500	0.400
44442	0.700	1.500	0.500
44443	0.700	1.500	0.600
44444	0.700	1.500	0.700
44445	0.700	1.500	0.800
44446	0.700	1.500	0.900
44447	0.700	1.550	0.000
44448	0.700	1.550	0.100
44449	0.700	1.550	0.200
44450	0.700	1.550	0.300
44451	0.700	1.550	0.400
44452	0.700	1.550	0.500
44453	0.700	1.550	0.600
44454	0.700	1.550	0.700
44455	0.700	1.550	0.800
44456	0.700	1.550	0.900
44457	0.700	1.600	0.000
44458	0.700	1.600	0.100
44459	0.700	1.600	0.200
44460	0.700	1.600	0.300
44461	0.700	1.600	0.400
44462	0.700	1.600	0.500
44463	0.700	1.600	0.600
44464	0.700	1.600	0.700
44465	0.700	1.600	0.800
44466	0.700	1.600	0.900
44467	0.700	1.650	0.000
44468	0.700	1.650	0.100
44469	0.700	1.650	0.200
44470	0.700	1.650	0.300
44471	0.700	1.650	0.400
44472	0.700	1.650	0.500
44473	0.700	1.650	0.600
44474	0.700	1.650	0.700
44475	0.700	1.650	0.800
44476	0.700	1.650	0.900
44477	0.700	1.700	0.000
44478	0.700	1.700	0.100
44479	0.700	1.700	0.200
44480	0.700	1.700	0.300
44481	0.700	1.700	0.400
44482	0.700	1.700	0.500
44483	0.700	1.700	0.600
44484	0.700	1.700	0.700
44485	0.700	1.700	0.800
44486	0.700	1.700	0.900
44487	0.750	1.150	0.000
44488	0.750	1.150	0.100
44489	0.750	1.150	0.200
44490	0.750	1.150	0.300
44491	0.750	1.150	0.400
44492	0.750	1.150	0.500
44493	0.750	1.150	0.600
44494	0.750	1.150	0.700
44495	0.750	1.150	0.800
44496	0.750	1.150	0.900
44497	0.750	1.250	0.000
44498	0.750	1.250	0.100
44499	0.750	1.250	0.200
44500	0.750	1.250	0.300
44501	0.750	1.250	0.400
44502	0.750	1.250	0.500
44503	0.750	1.250	0.600
44504	0.750	1.250	0.700
44505	0.750	1.250	0.800
44506	0.750	1.250	0.900
44507	0.750	1.350	0.000
44508	0.750	1.350	0.100
44509	0.750	1.350	0.200
44510	0.750	1.350	0.300
44511	0.750	1.350	0.400
44512	0.750	1.350	0.500
44513	0.750	1.350	0.600
44514	0.750	1.350	0.700
44515	0.750	1.350	0.800
44516	0.750	1.350	0.900
44517	0.750	1.450	0.000
44518	0.750	1.450	0.100
44519	0.750	1.450	0.200
44520	0.750	1.450	0.300
44521	0.750	1.450	0.400
44522	0.750	1.450	0.500
44523	0.750	1.450	0.600
44524	0.750	1.450	0.700
44525	0.750	1.450	0.800
44526	0.750	1.450	0.900
44527	0.750	1.550	0.000
44528	0.750	1.550	0.100
44529	0.750	1.550	0.200
44530	0.750	1.550	0.300
44531	0.750	1.550	0.400
44532	0.750	1.550	0.500
44533	0.750	1.550	0.600
44534	0.750	1.550	0.700
44535	0.750	1.550	0.800
44536	0.750	1.550	0.900
44537	0.800	1.150	0.000
44538	0.800	1.150	0.100
44539	0.800	1.150	0.200
44540	0.800	1.150	0.300
44541	0.800	1.150	0.400
44542	0.800	1.150	0.500
44543	0.800	1.150	0.600
44544	0.800	1.150	0.700
44545	0.800	1.150	0.800
44546	0.800	1.150	0.900
44547	0.800	1.200	0.000
44548	0.800	1.200	0.100
44549	0.800	1.200	0.200
44550	0.800	1.200	0.300
44551	0.800	1.200	0.400
44552	0.800	1.200	0.500
44553	0.800	1.200	0.600
44554	0.800	1.200	0.700
44555	0.800	1.200	0.800
44556	0.800	1.200	0.900
44557	0.800	1.250	0.000
44558	0.800	1.250	0.100
44559	0.800	1.250	0.200
44560	0.800	1.250	0.300
44561	0.800	1.250	0.400
44562	0.800	1.250	0.500
44563	0.800	1.250	0.600
44564	0.800	1.250	0.700
44565	0.800	1.250	0.800
44566	0.800	1.250	0.900
44567	0.800	1.300	0.000
44568	0.800	1.300	0.100
44569	0.800	1.300	0.200
44570	0.800	1.300	0.300
44571	0.800	1.300	0.400
44572	0.800	1.300	0.500
44573	0.800	1.300	0.600
44574	0.800	1.300	0.700
44575	0.800	1.300	0.800
44576	0.800	1.300	0.900
44577	0.800	1.350	0.000
44578	0.800	1.350	0.100
44579	0.800	1.350	0.200
44580	0.800	1.350	0.300
44581	0.800	1.350	0.400
44582	0.800	1.350	0.500
44583	0.800	1.350	0.600
44584	0.800	1.350	0.700
44585	0.800	1.350	0.800
44586	0.800	1.350	0.900
44587	0.800	1.400	0.000
44588	0.800	1.400	0.100
44589	0.800	1.400	0.200
44590	0.800	1.400	0.300
44591	0.800	1.400	0.400
44592	0.800	1.400	0.500
44593	0.800	1.400	0.600
44594	0.800	1.400	0.700
44595	0.800	1.400	0.800
44596	0.800	1.400	0.900
44597	0.800	1.450	0.000
44598	0.800	1.450	0.100
44599	0.800	1.450	0.200
44600	0.800	1.450	0.300
44601	0.800	1.450	0.400
44602	0.800	1.450	0.500
44603	0.800	1.450	0.600
44604	0.800	1.450	0.700
44605	0.800	1.450	0.800
44606	0.800	1.450	0.900
44607	0.800	1.500	0.000
44608	0.800	1.500	0.100
44609	0.800	1.500	0.200
44610	0.800	1.500	0.300
44611	0.800	1.500	0.400
44612	0.800	1.500	0.500
44613	0.800	1.500	0.600
44614	0.800	1.500	0.700
44615	0.800	1.500	0.800
44616	0.800	1.500	0.900
44617	0.800	1.550	0.000
44618	0.800	1.550	0.100
44619	0.800	1.550	0.200
44620	0.800	1.550	0.300
44621	0.800	1.550	0.400
44622	0.800	1.550	0.500
44623	0.800	1.550	0.600
44624	0.800	1.550	0.700
44625	0.800	1.550	0.800
44626	0.800	1.550	0.900
44627	0.800	1.600	0.000
44628	0.800	1.600	0.100
44629	0.800	1.600	0.200
44630	0.800	1.600	0.300
44631	0.800	1.600	0.400
44632	0.800	1.600	0.500
44633	0.800	1.600	0.600
44634	0.800	1.600	0.700
44635	0.800	1.600	0.800
44636	0.800	1.600	0.900
44637	0.800	1.650	0.000
44638	0.800	1.650	0.100
44639	0.800	1.650	0.200
44640	0.800	1.650	0.300
44641	0.800	1.650	0.400
44642	0.800	1.650	0.500
44643	0.800	1.650	0.600
44644	0.800	1.650	0.700
44645	0.800	1.650	0.800
44646	0.800	1.650	0.900
44647	0.800	1.700	0.000
44648	0.800	1.700	0.100
44649	0.800	1.700	0.200
44650	0.800	1.700	0.300
44651	0.800	1.700	0.400
44652	0.800	1.700	0.500
44653	0.800	1.700	0.600
44654	0.800	1.700	0.700
44655	0.800	1.700	0.800
44656	0.800	1.700	0.900
44657	0.850	1.150	0.000
44658	0.850	1.150	0.100
44659	0.850	1.150	0.200
44660	0.850	1.150	0.300
44661	0.850	1.150	0.400
44662	0.850	1.150	0.500
44663	0.850	1.150	0.600
44664	0.850	1.150	0.700
44665	0.850	1.150	0.800
44666	0.850	1.150	0.900
44667	0.850	1.250	0.000
44668	0.850	1.250	0.100
44669	0.850	1.250	0.200
44670	0.850	1.250	0.300
44671	0.850	1.250	0.400
44672	0.850	1.250	0.500
44673	0.850	1.250	0.600
44674	0.850	1.250	0.700
44675	0.850	1.250	0.800
44676	0.850	1.250	0.900
44677	0.850	1.350	0.000
44678	0.850	1.350	0.100
44679	0.850	1.350	0.200
44680	0.850	1.350	0.300
44681	0.850	1.350	0.400
44682	0.850	1.350	0.500
44683	0.850	1.350	0.600
44684	0.850	1.350	0.700
44685	0.850	1.350	0.800
44686	0.850	1.350	0.900
44687	0.850	1.450	0.000
44688	0.850	1.450	0.100
44689	0.850	1.450	0.200
44690	0.850	1.450	0.300
44691	0.850	1.450	0.400
44692	0.850	1.450	0.500
44693	0.850	1.450	0.600
44694	0.850	1.450	0.700
44695	0.850	1.450	0.800
44696	0.850	1.450	0.900
44697	0.850	1.550	0.000
44698	0.850	1.550	0.100
44699	0.850	1.550	0.200
44700	0.850	1.550	0.300
44701	0.850	1.550	0.400
44702	0.850	1.550	0.500
44703	0.850	1.550	0.600
44704	0.850	1.550	0.700
44705	0.850	1.550	0.800
44706	0.850	1.550	0.900
44707	0.850	1.650	0.000
44708	0.850	1.650	0.100
44709	0.850	1.650	0.200
44710	0.850	1.650	0.300
44711	0.850	1.650	0.400
44712	0.850	1.650	0.500
44713	0.850	1.650	0.600
44714	0.850	1.650	0.700
44715	0.850	1.650	0.800
44716	0.850	1.650	0.900
44717	0.900	1.200	0.000
44718	0.900	1.200	0.100
44719	0.900	1.200	0.200
44720	0.900	1.200	0.300
44721	0.900	1.200	0.400
44722	0.900	1.200	0.500
44723	0.900	1.200	0.600
44724	0.900	1.200	0.700
44725	0.900	1.200	0.800
44726	0.900	1.200	0.900
44727	0.900	1.250	0.000
44728	0.900	1.250	0.100
44729	0.900	1.250	0.200
44730	0.900	1.250	0.300
44731	0.900	1.250	0.400
44732	0.900	1.250	0.500
44733	0.900	1.250	0.600
44734	0.900	1.250	0.700
44735	0.900	1.250	0.800
44736	0.900	1.250	0.900
44737	0.900	1.300	0.000
44738	0.900	1.300	0.100
44739	0.900	1.300	0.200
44740	0.900	1.300	0.300
44741	0.900	1.300	0.400
44742	0.900	1.300	0.500
44743	0.900	1.300	0.600
44744	0.900	1.300	0.700
44745	0.900	1.300	0.800
44746	0.900	1.300	0.900
44747	0.900	1.350	0.000
44748	0.900	1.350	0.100
44749	0.900	1.350	0.200
44750	0.900	1.350	0.300
44751	0.900	1.350	0.400
44752	0.900	1.350	0.500
44753	0.900	1.350	0.600
44754	0.900	1.350	0.700
44755	0.900	1.350	0.800
44756	0.900	1.350	0.900
44757	0.900	1.400	0.000
44758	0.900	1.400	0.100
44759	0.900	1.400	0.200
44760	0.900	1.400	0.300
44761	0.900	1.400	0.400
44762	0.900	1.400	0.500
44763	0.900	1.400	0.600
44764	0.900	1.400	0.700
44765	0.900	1.400	0.800
44766	0.900	1.400	0.900
44767	0.900	1.450	0.000
44768	0.900	1.450	0.100
44769	0.900	1.450	0.200
44770	0.900	1.450	0.300
44771	0.900	1.450	0.400
44772	0.900	1.450	0.500
44773	0.900	1.450	0.600
44774	0.900	1.450	0.700
44775	0.900	1.450	0.800
44776	0.900	1.450	0.900
44777	0.900	1.500	0.000
44778	0.900	1.500	0.100
44779	0.900	1.500	0.200
44780	0.900	1.500	0.300
44781	0.900	1.500	0.400
44782	0.900	1.500	0.500
44783	0.900	1.500	0.600
44784	0.900	1.500	0.700
44785	0.900	1.500	0.800
44786	0.900	1.500	0.900
44787	0.900	1.550	0.000
44788	0.900	1.550	0.100
44789	0.900	1.550	0.200
44790	0.900	1.550	0.300
44791	0.900	1.550	0.400
44792	0.900	1.550	0.500
44793	0.900	1.550	0.600
44794	0.900	1.550	0.700
44795	0.900	1.550	0.800
44796	0.900	1.550	0.900
44797	0.900	1.600	0.000
44798	0.900	1.600	0.100
44799	0.900	1.600	0.200
44800	0.900	1.600	0.300
44801	0.900	1.600	0.400
44802	0.900	1.600	0.500
44803	0.900	1.600	0.600
44804	0.900	1.600	0.700
44805	0.900	1.600	0.800
44806	0.900	1.600	0.900
44807	0.900	1.650	0.000
44808	0.900	1.650	0.100
44809	0.900	1.650	0.200
44810	0.900	1.650	0.300
44811	0.900	1.650	0.400
44812	0.900	1.650	0.500
44813	0.900	1.650	0.600
44814	0.900	1.650	0.700
44815	0.900	1.650	0.800
44816	0.900	1.650	0.900
44817	0.900	1.700	0.000
44818	0.900	1.700	0.100
44819	0.900	1.700	0.200
44820	0.900	1.700	0.300
44821	0.900	1.700	0.400
44822	0.900	1.700	0.500
44823	0.900	1.700	0.600
44824	0.900	1.700	0.700
44825	0.900	1.700	0.800
44826	0.900	1.700	0.900
44831	0.950	1.150	0.100
44830	0.950	1.150	0.000
44832	0.950	1.150	0.200
44833	0.950	1.150	0.300
44834	0.950	1.150	0.400
44835	0.950	1.150	0.500
44836	0.950	1.150	0.600
44837	0.950	1.150	0.700
44838	0.950	1.150	0.800
44839	0.950	1.150	0.900
44840	0.950	1.250	0.000
44841	0.950	1.250	0.100
44842	0.950	1.250	0.200
44843	0.950	1.250	0.300
44844	0.950	1.250	0.400
44845	0.950	1.250	0.500
44846	0.950	1.250	0.600
44847	0.950	1.250	0.700
44848	0.950	1.250	0.800
44849	0.950	1.250	0.900
44850	0.950	1.350	0.000
44851	0.950	1.350	0.100
44852	0.950	1.350	0.200
44853	0.950	1.350	0.300
44854	0.950	1.350	0.400
44855	0.950	1.350	0.500
44856	0.950	1.350	0.600
44857	0.950	1.350	0.700
44858	0.950	1.350	0.800
44859	0.950	1.350	0.900
44860	0.950	1.450	0.000
44861	0.950	1.450	0.100
44862	0.950	1.450	0.200
44863	0.950	1.450	0.300
44864	0.950	1.450	0.400
44865	0.950	1.450	0.500
44866	0.950	1.450	0.600
44867	0.950	1.450	0.700
44868	0.950	1.450	0.800
44869	0.950	1.450	0.900
44870	0.950	1.550	0.000
44871	0.950	1.550	0.100
44872	0.950	1.550	0.200
44873	0.950	1.550	0.300
44874	0.950	1.550	0.400
44875	0.950	1.550	0.500
44876	0.950	1.550	0.600
44877	0.950	1.550	0.700
44878	0.950	1.550	0.800
44879	0.950	1.550	0.900
44880	0.950	1.650	0.000
44881	0.950	1.650	0.100
44882	0.950	1.650	0.200
44883	0.950	1.650	0.300
44884	0.950	1.650	0.400
44885	0.950	1.650	0.500
44886	0.950	1.650	0.600
44887	0.950	1.650	0.700
44888	0.950	1.650	0.800
44889	0.950	1.650	0.900
44890	1.000	1.150	0.000
44891	1.000	1.150	0.100
44892	1.000	1.150	0.200
44893	1.000	1.150	0.300
44894	1.000	1.150	0.400
44895	1.000	1.150	0.500
44896	1.000	1.150	0.600
44897	1.000	1.150	0.700
44898	1.000	1.150	0.800
44899	1.000	1.150	0.900
44900	1.000	1.200	0.000
44901	1.000	1.200	0.100
44902	1.000	1.200	0.200
44903	1.000	1.200	0.300
44904	1.000	1.200	0.400
44905	1.000	1.200	0.500
44906	1.000	1.200	0.600
44907	1.000	1.200	0.700
44908	1.000	1.200	0.800
44909	1.000	1.200	0.900
44910	1.000	1.250	0.000
44911	1.000	1.250	0.100
44912	1.000	1.250	0.200
44913	1.000	1.250	0.300
44914	1.000	1.250	0.400
44915	1.000	1.250	0.500
44916	1.000	1.250	0.600
44917	1.000	1.250	0.700
44918	1.000	1.250	0.800
44919	1.000	1.250	0.900
44920	1.000	1.300	0.000
44921	1.000	1.300	0.100
44922	1.000	1.300	0.200
44923	1.000	1.300	0.300
44924	1.000	1.300	0.400
44925	1.000	1.300	0.500
44926	1.000	1.300	0.600
44927	1.000	1.300	0.700
44928	1.000	1.300	0.800
44929	1.000	1.300	0.900
44930	1.000	1.350	0.000
44931	1.000	1.350	0.100
44932	1.000	1.350	0.200
44933	1.000	1.350	0.300
44934	1.000	1.350	0.400
44935	1.000	1.350	0.500
44936	1.000	1.350	0.600
44937	1.000	1.350	0.700
44938	1.000	1.350	0.800
44939	1.000	1.350	0.900
44940	1.000	1.450	0.000
44941	1.000	1.450	0.100
44942	1.000	1.450	0.200
44943	1.000	1.450	0.300
44944	1.000	1.450	0.400
44945	1.000	1.450	0.500
44946	1.000	1.450	0.600
44947	1.000	1.450	0.700
44948	1.000	1.450	0.800
44949	1.000	1.450	0.900
44950	1.000	1.500	0.000
44951	1.000	1.500	0.100
44952	1.000	1.500	0.200
44953	1.000	1.500	0.300
44954	1.000	1.500	0.400
44955	1.000	1.500	0.500
44956	1.000	1.500	0.600
44957	1.000	1.500	0.700
44958	1.000	1.500	0.800
44959	1.000	1.500	0.900
44960	1.000	1.550	0.000
44961	1.000	1.550	0.100
44962	1.000	1.550	0.200
44963	1.000	1.550	0.300
44964	1.000	1.550	0.400
44965	1.000	1.550	0.500
44966	1.000	1.550	0.600
44967	1.000	1.550	0.700
44968	1.000	1.550	0.800
44969	1.000	1.550	0.900
44970	1.000	1.600	0.000
44971	1.000	1.600	0.100
44972	1.000	1.600	0.200
44973	1.000	1.600	0.300
44974	1.000	1.600	0.400
44975	1.000	1.600	0.500
44976	1.000	1.600	0.600
44977	1.000	1.600	0.700
44978	1.000	1.600	0.800
44979	1.000	1.600	0.900
44980	1.000	1.650	0.000
44981	1.000	1.650	0.100
44982	1.000	1.650	0.200
44983	1.000	1.650	0.300
44984	1.000	1.650	0.400
44985	1.000	1.650	0.500
44986	1.000	1.650	0.600
44987	1.000	1.650	0.700
44988	1.000	1.650	0.800
44989	1.000	1.650	0.900
44990	1.000	1.700	0.000
44991	1.000	1.700	0.100
44992	1.000	1.700	0.200
44993	1.000	1.700	0.300
44994	1.000	1.700	0.400
44995	1.000	1.700	0.500
44996	1.000	1.700	0.600
44997	1.000	1.700	0.700
44998	1.000	1.700	0.800
44999	1.000	1.700	0.900
45000	1.050	1.150	0.000
45001	1.050	1.150	0.100
45002	1.050	1.150	0.200
45003	1.050	1.150	0.300
45004	1.050	1.150	0.400
45005	1.050	1.150	0.500
45006	1.050	1.150	0.600
45007	1.050	1.150	0.700
45008	1.050	1.150	0.800
45009	1.050	1.150	0.900
45010	1.050	1.250	0.000
45011	1.050	1.250	0.100
45012	1.050	1.250	0.200
45013	1.050	1.250	0.300
45014	1.050	1.250	0.400
45015	1.050	1.250	0.500
45016	1.050	1.250	0.600
45017	1.050	1.250	0.700
45018	1.050	1.250	0.800
45019	1.050	1.250	0.900
45020	1.050	1.350	0.000
45021	1.050	1.350	0.100
45022	1.050	1.350	0.200
45023	1.050	1.350	0.300
45024	1.050	1.350	0.400
45025	1.050	1.350	0.500
45026	1.050	1.350	0.600
45027	1.050	1.350	0.700
45028	1.050	1.350	0.800
45029	1.050	1.350	0.900
45030	1.050	1.450	0.000
45031	1.050	1.450	0.100
45032	1.050	1.450	0.200
45033	1.050	1.450	0.300
45034	1.050	1.450	0.400
45035	1.050	1.450	0.500
45036	1.050	1.450	0.600
45037	1.050	1.450	0.700
45038	1.050	1.450	0.800
45039	1.050	1.450	0.900
45040	1.050	1.550	0.000
45041	1.050	1.550	0.100
45042	1.050	1.550	0.200
45043	1.050	1.550	0.300
45044	1.050	1.550	0.400
45045	1.050	1.550	0.500
45046	1.050	1.550	0.600
45047	1.050	1.550	0.700
45048	1.050	1.550	0.800
45049	1.050	1.550	0.900
45050	1.050	1.650	0.000
45051	1.050	1.650	0.100
45052	1.050	1.650	0.200
45053	1.050	1.650	0.300
45054	1.050	1.650	0.400
45055	1.050	1.650	0.500
45056	1.050	1.650	0.600
45057	1.050	1.650	0.700
45058	1.050	1.650	0.800
45059	1.050	1.650	0.900
45060	1.100	1.150	0.000
45061	1.100	1.150	0.100
45062	1.100	1.150	0.200
45063	1.100	1.150	0.300
45064	1.100	1.150	0.400
45065	1.100	1.150	0.500
45066	1.100	1.150	0.600
45067	1.100	1.150	0.700
45068	1.100	1.150	0.800
45069	1.100	1.150	0.900
45070	1.100	1.200	0.000
45071	1.100	1.200	0.100
45072	1.100	1.200	0.200
45073	1.100	1.200	0.300
45074	1.100	1.200	0.400
45075	1.100	1.200	0.500
45076	1.100	1.200	0.600
45077	1.100	1.200	0.700
45078	1.100	1.200	0.800
45079	1.100	1.200	0.900
45080	1.100	1.250	0.000
45081	1.100	1.250	0.100
45082	1.100	1.250	0.200
45083	1.100	1.250	0.300
45084	1.100	1.250	0.400
45085	1.100	1.250	0.500
45086	1.100	1.250	0.600
45087	1.100	1.250	0.700
45088	1.100	1.250	0.800
45089	1.100	1.250	0.900
45090	1.100	1.300	0.000
45091	1.100	1.300	0.100
45092	1.100	1.300	0.200
45093	1.100	1.300	0.300
45094	1.100	1.300	0.400
45095	1.100	1.300	0.500
45096	1.100	1.300	0.600
45097	1.100	1.300	0.700
45098	1.100	1.300	0.800
45099	1.100	1.300	0.900
45100	1.100	1.350	0.000
45101	1.100	1.350	0.100
45102	1.100	1.350	0.200
45103	1.100	1.350	0.300
45104	1.100	1.350	0.400
45105	1.100	1.350	0.500
45106	1.100	1.350	0.600
45107	1.100	1.350	0.700
45108	1.100	1.350	0.800
45109	1.100	1.350	0.900
45110	1.100	1.400	0.000
45111	1.100	1.400	0.100
45112	1.100	1.400	0.200
45113	1.100	1.400	0.300
45114	1.100	1.400	0.400
45115	1.100	1.400	0.500
45116	1.100	1.400	0.600
45117	1.100	1.400	0.700
45118	1.100	1.400	0.800
45119	1.100	1.400	0.900
45120	1.100	1.450	0.000
45121	1.100	1.450	0.100
45122	1.100	1.450	0.200
45123	1.100	1.450	0.300
45124	1.100	1.450	0.400
45125	1.100	1.450	0.500
45126	1.100	1.450	0.600
45127	1.100	1.450	0.700
45128	1.100	1.450	0.800
45129	1.100	1.450	0.900
45130	1.100	1.500	0.000
45131	1.100	1.500	0.100
45132	1.100	1.500	0.200
45133	1.100	1.500	0.300
45134	1.100	1.500	0.400
45135	1.100	1.500	0.500
45136	1.100	1.500	0.600
45137	1.100	1.500	0.700
45138	1.100	1.500	0.800
45139	1.100	1.500	0.900
45140	1.100	1.550	0.000
45141	1.100	1.550	0.100
45142	1.100	1.550	0.200
45143	1.100	1.550	0.300
45144	1.100	1.550	0.400
45145	1.100	1.550	0.500
45146	1.100	1.550	0.600
45147	1.100	1.550	0.700
45148	1.100	1.550	0.800
45149	1.100	1.550	0.900
45150	1.100	1.600	0.000
45151	1.100	1.600	0.100
45152	1.100	1.600	0.200
45153	1.100	1.600	0.300
45154	1.100	1.600	0.400
45155	1.100	1.600	0.500
45156	1.100	1.600	0.600
45157	1.100	1.600	0.700
45158	1.100	1.600	0.800
45159	1.100	1.600	0.900
45160	1.100	1.650	0.000
45161	1.100	1.650	0.100
45162	1.100	1.650	0.200
45163	1.100	1.650	0.300
45164	1.100	1.650	0.400
45165	1.100	1.650	0.500
45166	1.100	1.650	0.600
45167	1.100	1.650	0.700
45168	1.100	1.650	0.800
45169	1.100	1.650	0.900
45170	1.100	1.700	0.000
45171	1.100	1.700	0.100
45172	1.100	1.700	0.200
45173	1.100	1.700	0.300
45174	1.100	1.700	0.400
45175	1.100	1.700	0.500
45176	1.100	1.700	0.600
45177	1.100	1.700	0.700
45178	1.100	1.700	0.800
45179	1.100	1.700	0.900
45180	1.150	1.150	0.000
45181	1.150	1.150	0.100
45182	1.150	1.150	0.200
45183	1.150	1.150	0.300
45184	1.150	1.150	0.400
45185	1.150	1.150	0.500
45186	1.150	1.150	0.600
45187	1.150	1.150	0.700
45188	1.150	1.150	0.800
45189	1.150	1.150	0.900
45190	1.150	1.250	0.000
45191	1.150	1.250	0.100
45192	1.150	1.250	0.200
45193	1.150	1.250	0.300
45194	1.150	1.250	0.400
45195	1.150	1.250	0.500
45196	1.150	1.250	0.600
45197	1.150	1.250	0.700
45198	1.150	1.250	0.800
45199	1.150	1.250	0.900
45200	1.150	1.350	0.000
45201	1.150	1.350	0.100
45202	1.150	1.350	0.200
45203	1.150	1.350	0.300
45204	1.150	1.350	0.400
45205	1.150	1.350	0.500
45206	1.150	1.350	0.600
45207	1.150	1.350	0.700
45208	1.150	1.350	0.800
45209	1.150	1.350	0.900
45210	1.150	1.450	0.000
45211	1.150	1.450	0.100
45212	1.150	1.450	0.200
45213	1.150	1.450	0.300
45214	1.150	1.450	0.400
45215	1.150	1.450	0.500
45216	1.150	1.450	0.600
45217	1.150	1.450	0.700
45218	1.150	1.450	0.800
45219	1.150	1.450	0.900
45220	1.150	1.550	0.000
45221	1.150	1.550	0.100
45222	1.150	1.550	0.200
45223	1.150	1.550	0.300
45224	1.150	1.550	0.400
45225	1.150	1.550	0.500
45226	1.150	1.550	0.600
45227	1.150	1.550	0.700
45228	1.150	1.550	0.800
45229	1.150	1.550	0.900
45230	1.150	1.650	0.000
45231	1.150	1.650	0.100
45232	1.150	1.650	0.200
45233	1.150	1.650	0.300
45234	1.150	1.650	0.400
45235	1.150	1.650	0.500
45236	1.150	1.650	0.600
45237	1.150	1.650	0.700
45238	1.150	1.650	0.800
45239	1.150	1.650	0.900
45240	1.200	1.150	0.000
45241	1.200	1.150	0.100
45242	1.200	1.150	0.200
45243	1.200	1.150	0.300
45244	1.200	1.150	0.400
45245	1.200	1.150	0.500
45246	1.200	1.150	0.600
45247	1.200	1.150	0.700
45248	1.200	1.150	0.800
45249	1.200	1.150	0.900
45250	1.200	1.200	0.000
45251	1.200	1.200	0.100
45252	1.200	1.200	0.200
45253	1.200	1.200	0.300
45254	1.200	1.200	0.400
45255	1.200	1.200	0.500
45256	1.200	1.200	0.600
45257	1.200	1.200	0.700
45258	1.200	1.200	0.800
45259	1.200	1.200	0.900
45260	1.200	1.250	0.000
45261	1.200	1.250	0.100
45262	1.200	1.250	0.200
45263	1.200	1.250	0.300
45264	1.200	1.250	0.400
45265	1.200	1.250	0.500
45266	1.200	1.250	0.600
45267	1.200	1.250	0.700
45268	1.200	1.250	0.800
45269	1.200	1.250	0.900
45270	1.200	1.300	0.000
45271	1.200	1.300	0.100
45272	1.200	1.300	0.200
45273	1.200	1.300	0.300
45274	1.200	1.300	0.400
45275	1.200	1.300	0.500
45276	1.200	1.300	0.600
45277	1.200	1.300	0.700
45278	1.200	1.300	0.800
45279	1.200	1.300	0.900
45280	1.200	1.350	0.000
45281	1.200	1.350	0.100
45282	1.200	1.350	0.200
45283	1.200	1.350	0.300
45284	1.200	1.350	0.400
45285	1.200	1.350	0.500
45286	1.200	1.350	0.600
45287	1.200	1.350	0.700
45288	1.200	1.350	0.800
45289	1.200	1.350	0.900
45290	1.200	1.400	0.000
45291	1.200	1.400	0.100
45292	1.200	1.400	0.200
