,ID,k,g,s,macro_m
6859,44560.0,0.8,1.25,0.3,-0.6568144499178982
6860,44561.0,0.8,1.25,0.4,-0.6568144499178982
6861,44562.0,0.8,1.25,0.5,-0.6568144499178982
6862,44563.0,0.8,1.25,0.6,-0.6568144499178982
6863,44564.0,0.8,1.25,0.7,-0.6568144499178982
6864,44565.0,0.8,1.25,0.8,-0.6568144499178982
6865,44566.0,0.8,1.25,0.9,-0.6568144499178982
6866,44567.0,0.8,1.3,0.0,-0.606060606060606
6867,44568.0,0.8,1.3,0.1,-0.606060606060606
6868,44569.0,0.8,1.3,0.2,-0.606060606060606
6869,44570.0,0.8,1.3,0.3,-0.606060606060606
6870,44571.0,0.8,1.3,0.4,-0.606060606060606
6871,44572.0,0.8,1.3,0.5,-0.606060606060606
6872,44573.0,0.8,1.3,0.6,-0.606060606060606
6873,44574.0,0.8,1.3,0.7,-0.606060606060606
6874,44575.0,0.8,1.3,0.8,-0.606060606060606
6875,44576.0,0.8,1.3,0.9,-0.606060606060606
6876,44577.0,0.8,1.35,0.0,-0.5610098176718092
6877,44578.0,0.8,1.35,0.1,-0.5610098176718092
6878,44579.0,0.8,1.35,0.2,-0.5610098176718092
6879,44580.0,0.8,1.35,0.3,-0.5610098176718092
6880,44581.0,0.8,1.35,0.4,-0.5610098176718092
6881,44582.0,0.8,1.35,0.5,-0.5610098176718092
6882,44583.0,0.8,1.35,0.6,-0.5610098176718092
6883,44584.0,0.8,1.35,0.7,-0.5610098176718092
6884,44585.0,0.8,1.35,0.8,-0.5610098176718092
6885,44586.0,0.8,1.35,0.9,-0.5610098176718092
6886,44587.0,0.8,1.4,0.0,-0.5208333333333334
6887,44588.0,0.8,1.4,0.1,-0.5208333333333334
6888,44589.0,0.8,1.4,0.2,-0.5208333333333334
6889,44590.0,0.8,1.4,0.3,-0.5208333333333334
6890,44591.0,0.8,1.4,0.4,-0.5208333333333334
6891,44592.0,0.8,1.4,0.5,-0.5208333333333334
6892,44593.0,0.8,1.4,0.6,-0.5208333333333334
6893,44594.0,0.8,1.4,0.7,-0.5208333333333334
6894,44595.0,0.8,1.4,0.8,-0.5208333333333334
6895,44596.0,0.8,1.4,0.9,-0.5208333333333334
6896,44597.0,0.8,1.45,0.0,-0.48484848484848486
6897,44598.0,0.8,1.45,0.1,-0.48484848484848486
6898,44599.0,0.8,1.45,0.2,-0.48484848484848486
6899,44600.0,0.8,1.45,0.3,-0.48484848484848486
6900,44601.0,0.8,1.45,0.4,-0.48484848484848486
6901,44602.0,0.8,1.45,0.5,-0.48484848484848486
6902,44603.0,0.8,1.45,0.6,-0.48484848484848486
6903,44604.0,0.8,1.45,0.7,-0.48484848484848486
6904,44605.0,0.8,1.45,0.8,-0.48484848484848486
6905,44606.0,0.8,1.45,0.9,-0.48484848484848486
6906,44607.0,0.8,1.5,0.0,-0.45248868778280543
6907,44608.0,0.8,1.5,0.1,-0.45248868778280543
6908,44609.0,0.8,1.5,0.2,-0.45248868778280543
6909,44610.0,0.8,1.5,0.3,-0.45248868778280543
6910,44611.0,0.8,1.5,0.4,-0.45248868778280543
6911,44612.0,0.8,1.5,0.5,-0.45248868778280543
6912,44613.0,0.8,1.5,0.6,-0.45248868778280543
6913,44614.0,0.8,1.5,0.7,-0.45248868778280543
6914,44615.0,0.8,1.5,0.8,-0.45248868778280543
6915,44616.0,0.8,1.5,0.9,-0.45248868778280543
6916,44617.0,0.8,1.55,0.0,-0.42328042328042326
6917,44618.0,0.8,1.55,0.1,-0.42328042328042326
6918,44619.0,0.8,1.55,0.2,-0.42328042328042326
6919,44620.0,0.8,1.55,0.3,-0.42328042328042326
6920,44621.0,0.8,1.55,0.4,-0.42328042328042326
6921,44622.0,0.8,1.55,0.5,-0.42328042328042326
6922,44623.0,0.8,1.55,0.6,-0.42328042328042326
6923,44624.0,0.8,1.55,0.7,-0.42328042328042326
6924,44625.0,0.8,1.55,0.8,-0.42328042328042326
6925,44626.0,0.8,1.55,0.9,-0.42328042328042326
6926,44627.0,0.8,1.6,0.0,-0.39682539682539675
6927,44628.0,0.8,1.6,0.1,-0.39682539682539675
6928,44629.0,0.8,1.6,0.2,-0.39682539682539675
6929,44630.0,0.8,1.6,0.3,-0.39682539682539675
6930,44631.0,0.8,1.6,0.4,-0.39682539682539675
6931,44632.0,0.8,1.6,0.5,-0.39682539682539675
6932,44633.0,0.8,1.6,0.6,-0.39682539682539675
6933,44634.0,0.8,1.6,0.7,-0.39682539682539675
6934,44635.0,0.8,1.6,0.8,-0.39682539682539675
6935,44636.0,0.8,1.6,0.9,-0.39682539682539675
6936,44637.0,0.8,1.65,0.0,-0.37278657968313145
6937,44638.0,0.8,1.65,0.1,-0.37278657968313145
6938,44639.0,0.8,1.65,0.2,-0.37278657968313145
6939,44640.0,0.8,1.65,0.3,-0.37278657968313145
6940,44641.0,0.8,1.65,0.4,-0.37278657968313145
6941,44642.0,0.8,1.65,0.5,-0.37278657968313145
6942,44643.0,0.8,1.65,0.6,-0.37278657968313145
6943,44644.0,0.8,1.65,0.7,-0.37278657968313145
6944,44645.0,0.8,1.65,0.8,-0.37278657968313145
6945,44646.0,0.8,1.65,0.9,-0.37278657968313145
6946,44647.0,0.8,1.7,0.0,-0.3508771929824562
6947,44648.0,0.8,1.7,0.1,-0.3508771929824562
6948,44649.0,0.8,1.7,0.2,-0.3508771929824562
6949,44650.0,0.8,1.7,0.3,-0.3508771929824562
6950,44651.0,0.8,1.7,0.4,-0.3508771929824562
6951,44652.0,0.8,1.7,0.5,-0.3508771929824562
6952,44653.0,0.8,1.7,0.6,-0.3508771929824562
6953,44654.0,0.8,1.7,0.7,-0.3508771929824562
6954,44655.0,0.8,1.7,0.8,-0.3508771929824562
6955,44656.0,0.8,1.7,0.9,-0.3508771929824562
6956,44657.0,0.85,1.15,0.0,-0.7692307692307694
6957,44658.0,0.85,1.15,0.1,-0.7692307692307694
6958,44659.0,0.85,1.15,0.2,-0.7692307692307694
6959,44660.0,0.85,1.15,0.3,-0.7692307692307694
6960,44661.0,0.85,1.15,0.4,-0.7692307692307694
6961,44662.0,0.85,1.15,0.5,-0.7692307692307694
6962,44663.0,0.85,1.15,0.6,-0.7692307692307694
6963,44664.0,0.85,1.15,0.7,-0.7692307692307694
6964,44665.0,0.85,1.15,0.8,-0.7692307692307694
6965,44666.0,0.85,1.15,0.9,-0.7692307692307694
6966,44667.0,0.85,1.25,0.0,-0.6493506493506493
6967,44668.0,0.85,1.25,0.1,-0.6493506493506493
6968,44669.0,0.85,1.25,0.2,-0.6493506493506493
6969,44670.0,0.85,1.25,0.3,-0.6493506493506493
6970,44671.0,0.85,1.25,0.4,-0.6493506493506493
6971,44672.0,0.85,1.25,0.5,-0.6493506493506493
6972,44673.0,0.85,1.25,0.6,-0.6493506493506493
6973,44674.0,0.85,1.25,0.7,-0.6493506493506493
6974,44675.0,0.85,1.25,0.8,-0.6493506493506493
6975,44676.0,0.85,1.25,0.9,-0.6493506493506493
6976,44677.0,0.85,1.35,0.0,-0.5555555555555555
6977,44678.0,0.85,1.35,0.1,-0.5555555555555555
6978,44679.0,0.85,1.35,0.2,-0.5555555555555555
6979,44680.0,0.85,1.35,0.3,-0.5555555555555555
6980,44681.0,0.85,1.35,0.4,-0.5555555555555555
6981,44682.0,0.85,1.35,0.5,-0.5555555555555555
6982,44683.0,0.85,1.35,0.6,-0.5555555555555555
6983,44684.0,0.85,1.35,0.7,-0.5555555555555555
6984,44685.0,0.85,1.35,0.8,-0.5555555555555555
6985,44686.0,0.85,1.35,0.9,-0.5555555555555555
6986,44687.0,0.85,1.45,0.0,-0.4807692307692307
6987,44688.0,0.85,1.45,0.1,-0.4807692307692307
6988,44689.0,0.85,1.45,0.2,-0.4807692307692307
6989,44690.0,0.85,1.45,0.3,-0.4807692307692307
6990,44691.0,0.85,1.45,0.4,-0.4807692307692307
6991,44692.0,0.85,1.45,0.5,-0.4807692307692307
6992,44693.0,0.85,1.45,0.6,-0.4807692307692307
6993,44694.0,0.85,1.45,0.7,-0.4807692307692307
6994,44695.0,0.85,1.45,0.8,-0.4807692307692307
6995,44696.0,0.85,1.45,0.9,-0.4807692307692307
6996,44697.0,0.85,1.55,0.0,-0.4201680672268907
6997,44698.0,0.85,1.55,0.1,-0.4201680672268907
6998,44699.0,0.85,1.55,0.2,-0.4201680672268907
6999,44700.0,0.85,1.55,0.3,-0.4201680672268907
7000,44701.0,0.85,1.55,0.4,-0.4201680672268907
7001,44702.0,0.85,1.55,0.5,-0.4201680672268907
7002,44703.0,0.85,1.55,0.6,-0.4201680672268907
7003,44704.0,0.85,1.55,0.7,-0.4201680672268907
7004,44705.0,0.85,1.55,0.8,-0.4201680672268907
7005,44706.0,0.85,1.55,0.9,-0.4201680672268907
7006,44707.0,0.85,1.65,0.0,-0.3703703703703704
7007,44708.0,0.85,1.65,0.1,-0.3703703703703704
7008,44709.0,0.85,1.65,0.2,-0.3703703703703704
7009,44710.0,0.85,1.65,0.3,-0.3703703703703704
7010,44711.0,0.85,1.65,0.4,-0.3703703703703704
7011,44712.0,0.85,1.65,0.5,-0.3703703703703704
7012,44713.0,0.85,1.65,0.6,-0.3703703703703704
7013,44714.0,0.85,1.65,0.7,-0.3703703703703704
7014,44715.0,0.85,1.65,0.8,-0.3703703703703704
7015,44716.0,0.85,1.65,0.9,-0.3703703703703704
7016,44717.0,0.9,1.2,0.0,-0.6993006993006994
7017,44718.0,0.9,1.2,0.1,-0.6993006993006994
7018,44719.0,0.9,1.2,0.2,-0.6993006993006994
7019,44720.0,0.9,1.2,0.3,-0.6993006993006994
7020,44721.0,0.9,1.2,0.4,-0.6993006993006994
7021,44722.0,0.9,1.2,0.5,-0.6993006993006994
7022,44723.0,0.9,1.2,0.6,-0.6993006993006994
7023,44724.0,0.9,1.2,0.7,-0.6993006993006994
7024,44725.0,0.9,1.2,0.8,-0.6993006993006994
7025,44726.0,0.9,1.2,0.9,-0.6993006993006994
7026,44727.0,0.9,1.25,0.0,-0.644122383252818
7027,44728.0,0.9,1.25,0.1,-0.644122383252818
7028,44729.0,0.9,1.25,0.2,-0.644122383252818
7029,44730.0,0.9,1.25,0.3,-0.644122383252818
7030,44731.0,0.9,1.25,0.4,-0.644122383252818
7031,44732.0,0.9,1.25,0.5,-0.644122383252818
7032,44733.0,0.9,1.25,0.6,-0.644122383252818
7033,44734.0,0.9,1.25,0.7,-0.644122383252818
7034,44735.0,0.9,1.25,0.8,-0.644122383252818
7035,44736.0,0.9,1.25,0.9,-0.644122383252818
7036,44737.0,0.9,1.3,0.0,-0.5952380952380952
7037,44738.0,0.9,1.3,0.1,-0.5952380952380952
7038,44739.0,0.9,1.3,0.2,-0.5952380952380952
7039,44740.0,0.9,1.3,0.3,-0.5952380952380952
7040,44741.0,0.9,1.3,0.4,-0.5952380952380952
7041,44742.0,0.9,1.3,0.5,-0.5952380952380952
7042,44743.0,0.9,1.3,0.6,-0.5952380952380952
7043,44744.0,0.9,1.3,0.7,-0.5952380952380952
7044,44745.0,0.9,1.3,0.8,-0.5952380952380952
7045,44746.0,0.9,1.3,0.9,-0.5952380952380952
7046,44747.0,0.9,1.35,0.0,-0.5517241379310344
7047,44748.0,0.9,1.35,0.1,-0.5517241379310344
7048,44749.0,0.9,1.35,0.2,-0.5517241379310344
7049,44750.0,0.9,1.35,0.3,-0.5517241379310344
7050,44751.0,0.9,1.35,0.4,-0.5517241379310344
7051,44752.0,0.9,1.35,0.5,-0.5517241379310344
7052,44753.0,0.9,1.35,0.6,-0.5517241379310344
7053,44754.0,0.9,1.35,0.7,-0.5517241379310344
7054,44755.0,0.9,1.35,0.8,-0.5517241379310344
7055,44756.0,0.9,1.35,0.9,-0.5517241379310344
7056,44757.0,0.9,1.4,0.0,-0.5128205128205129
7057,44758.0,0.9,1.4,0.1,-0.5128205128205129
7058,44759.0,0.9,1.4,0.2,-0.5128205128205129
7059,44760.0,0.9,1.4,0.3,-0.5128205128205129
7060,44761.0,0.9,1.4,0.4,-0.5128205128205129
7061,44762.0,0.9,1.4,0.5,-0.5128205128205129
7062,44763.0,0.9,1.4,0.6,-0.5128205128205129
7063,44764.0,0.9,1.4,0.7,-0.5128205128205129
7064,44765.0,0.9,1.4,0.8,-0.5128205128205129
7065,44766.0,0.9,1.4,0.9,-0.5128205128205129
7066,44767.0,0.9,1.45,0.0,-0.4778972520908004
7067,44768.0,0.9,1.45,0.1,-0.4778972520908004
7068,44769.0,0.9,1.45,0.2,-0.4778972520908004
7069,44770.0,0.9,1.45,0.3,-0.4778972520908004
7070,44771.0,0.9,1.45,0.4,-0.4778972520908004
7071,44772.0,0.9,1.45,0.5,-0.4778972520908004
7072,44773.0,0.9,1.45,0.6,-0.4778972520908004
7073,44774.0,0.9,1.45,0.7,-0.4778972520908004
7074,44775.0,0.9,1.45,0.8,-0.4778972520908004
7075,44776.0,0.9,1.45,0.9,-0.4778972520908004
7076,44777.0,0.9,1.5,0.0,-0.4464285714285714
7077,44778.0,0.9,1.5,0.1,-0.4464285714285714
7078,44779.0,0.9,1.5,0.2,-0.4464285714285714
7079,44780.0,0.9,1.5,0.3,-0.4464285714285714
7080,44781.0,0.9,1.5,0.4,-0.4464285714285714
7081,44782.0,0.9,1.5,0.5,-0.4464285714285714
7082,44783.0,0.9,1.5,0.6,-0.4464285714285714
7083,44784.0,0.9,1.5,0.7,-0.4464285714285714
7084,44785.0,0.9,1.5,0.8,-0.4464285714285714
7085,44786.0,0.9,1.5,0.9,-0.4464285714285714
7086,44787.0,0.9,1.55,0.0,-0.41797283176593514
7087,44788.0,0.9,1.55,0.1,-0.41797283176593514
7088,44789.0,0.9,1.55,0.2,-0.41797283176593514
7089,44790.0,0.9,1.55,0.3,-0.41797283176593514
7090,44791.0,0.9,1.55,0.4,-0.41797283176593514
7091,44792.0,0.9,1.55,0.5,-0.41797283176593514
7092,44793.0,0.9,1.55,0.6,-0.41797283176593514
7093,44794.0,0.9,1.55,0.7,-0.41797283176593514
7094,44795.0,0.9,1.55,0.8,-0.41797283176593514
7095,44796.0,0.9,1.55,0.9,-0.41797283176593514
7096,44797.0,0.9,1.6,0.0,-0.3921568627450979
7097,44798.0,0.9,1.6,0.1,-0.3921568627450979
7098,44799.0,0.9,1.6,0.2,-0.3921568627450979
7099,44800.0,0.9,1.6,0.3,-0.3921568627450979
7100,44801.0,0.9,1.6,0.4,-0.3921568627450979
7101,44802.0,0.9,1.6,0.5,-0.3921568627450979
7102,44803.0,0.9,1.6,0.6,-0.3921568627450979
7103,44804.0,0.9,1.6,0.7,-0.3921568627450979
7104,44805.0,0.9,1.6,0.8,-0.3921568627450979
7105,44806.0,0.9,1.6,0.9,-0.3921568627450979
7106,44807.0,0.9,1.65,0.0,-0.3686635944700461
7107,44808.0,0.9,1.65,0.1,-0.3686635944700461
7108,44809.0,0.9,1.65,0.2,-0.3686635944700461
7109,44810.0,0.9,1.65,0.3,-0.3686635944700461
7110,44811.0,0.9,1.65,0.4,-0.3686635944700461
7111,44812.0,0.9,1.65,0.5,-0.3686635944700461
7112,44813.0,0.9,1.65,0.6,-0.3686635944700461
7113,44814.0,0.9,1.65,0.7,-0.3686635944700461
7114,44815.0,0.9,1.65,0.8,-0.3686635944700461
7115,44816.0,0.9,1.65,0.9,-0.3686635944700461
7116,44817.0,0.9,1.7,0.0,-0.3472222222222222
7117,44818.0,0.9,1.7,0.1,-0.3472222222222222
7118,44819.0,0.9,1.7,0.2,-0.3472222222222222
7119,44820.0,0.9,1.7,0.3,-0.3472222222222222
7120,44821.0,0.9,1.7,0.4,-0.3472222222222222
7121,44822.0,0.9,1.7,0.5,-0.3472222222222222
7122,44823.0,0.9,1.7,0.6,-0.3472222222222222
7123,44824.0,0.9,1.7,0.7,-0.3472222222222222
7124,44825.0,0.9,1.7,0.8,-0.3472222222222222
7125,44826.0,0.9,1.7,0.9,-0.3472222222222222
7126,44831.0,0.95,1.15,0.1,-0.7575757575757577
7127,44830.0,0.95,1.15,0.0,-0.7575757575757577
7128,44832.0,0.95,1.15,0.2,-0.7575757575757577
7129,44833.0,0.95,1.15,0.3,-0.7575757575757577
7130,44834.0,0.95,1.15,0.4,-0.7575757575757577
7131,44835.0,0.95,1.15,0.5,-0.7575757575757577
7132,44836.0,0.95,1.15,0.6,-0.7575757575757577
7133,44837.0,0.95,1.15,0.7,-0.7575757575757577
7134,44838.0,0.95,1.15,0.8,-0.7575757575757577
7135,44839.0,0.95,1.15,0.9,-0.7575757575757577
7136,44840.0,0.95,1.25,0.0,-0.641025641025641
7137,44841.0,0.95,1.25,0.1,-0.641025641025641
7138,44842.0,0.95,1.25,0.2,-0.641025641025641
7139,44843.0,0.95,1.25,0.3,-0.641025641025641
7140,44844.0,0.95,1.25,0.4,-0.641025641025641
7141,44845.0,0.95,1.25,0.5,-0.641025641025641
7142,44846.0,0.95,1.25,0.6,-0.641025641025641
7143,44847.0,0.95,1.25,0.7,-0.641025641025641
7144,44848.0,0.95,1.25,0.8,-0.641025641025641
7145,44849.0,0.95,1.25,0.9,-0.641025641025641
7146,44850.0,0.95,1.35,0.0,-0.5494505494505494
7147,44851.0,0.95,1.35,0.1,-0.5494505494505494
7148,44852.0,0.95,1.35,0.2,-0.5494505494505494
7149,44853.0,0.95,1.35,0.3,-0.5494505494505494
7150,44854.0,0.95,1.35,0.4,-0.5494505494505494
7151,44855.0,0.95,1.35,0.5,-0.5494505494505494
7152,44856.0,0.95,1.35,0.6,-0.5494505494505494
7153,44857.0,0.95,1.35,0.7,-0.5494505494505494
7154,44858.0,0.95,1.35,0.8,-0.5494505494505494
7155,44859.0,0.95,1.35,0.9,-0.5494505494505494
7156,44860.0,0.95,1.45,0.0,-0.47619047619047616
7157,44861.0,0.95,1.45,0.1,-0.47619047619047616
7158,44862.0,0.95,1.45,0.2,-0.47619047619047616
7159,44863.0,0.95,1.45,0.3,-0.47619047619047616
7160,44864.0,0.95,1.45,0.4,-0.47619047619047616
7161,44865.0,0.95,1.45,0.5,-0.47619047619047616
7162,44866.0,0.95,1.45,0.6,-0.47619047619047616
7163,44867.0,0.95,1.45,0.7,-0.47619047619047616
7164,44868.0,0.95,1.45,0.8,-0.47619047619047616
7165,44869.0,0.95,1.45,0.9,-0.47619047619047616
7166,44870.0,0.95,1.55,0.0,-0.41666666666666663
7167,44871.0,0.95,1.55,0.1,-0.41666666666666663
7168,44872.0,0.95,1.55,0.2,-0.41666666666666663
7169,44873.0,0.95,1.55,0.3,-0.41666666666666663
7170,44874.0,0.95,1.55,0.4,-0.41666666666666663
7171,44875.0,0.95,1.55,0.5,-0.41666666666666663
7172,44876.0,0.95,1.55,0.6,-0.41666666666666663
7173,44877.0,0.95,1.55,0.7,-0.41666666666666663
7174,44878.0,0.95,1.55,0.8,-0.41666666666666663
7175,44879.0,0.95,1.55,0.9,-0.41666666666666663
7176,44880.0,0.95,1.65,0.0,-0.36764705882352944
7177,44881.0,0.95,1.65,0.1,-0.36764705882352944
7178,44882.0,0.95,1.65,0.2,-0.36764705882352944
7179,44883.0,0.95,1.65,0.3,-0.36764705882352944
7180,44884.0,0.95,1.65,0.4,-0.36764705882352944
7181,44885.0,0.95,1.65,0.5,-0.36764705882352944
7182,44886.0,0.95,1.65,0.6,-0.36764705882352944
7183,44887.0,0.95,1.65,0.7,-0.36764705882352944
7184,44888.0,0.95,1.65,0.8,-0.36764705882352944
7185,44889.0,0.95,1.65,0.9,-0.36764705882352944
7186,44890.0,1.0,1.15,0.0,-0.7561436672967865
7187,44891.0,1.0,1.15,0.1,-0.7561436672967865
7188,44892.0,1.0,1.15,0.2,-0.7561436672967865
7189,44893.0,1.0,1.15,0.3,-0.7561436672967865
7190,44894.0,1.0,1.15,0.4,-0.7561436672967865
7191,44895.0,1.0,1.15,0.5,-0.7561436672967865
7192,44896.0,1.0,1.15,0.6,-0.7561436672967865
7193,44897.0,1.0,1.15,0.7,-0.7561436672967865
7194,44898.0,1.0,1.15,0.8,-0.7561436672967865
7195,44899.0,1.0,1.15,0.9,-0.7561436672967865
7196,44900.0,1.0,1.2,0.0,-0.6944444444444444
7197,44901.0,1.0,1.2,0.1,-0.6944444444444444
7198,44902.0,1.0,1.2,0.2,-0.6944444444444444
7199,44903.0,1.0,1.2,0.3,-0.6944444444444444
7200,44904.0,1.0,1.2,0.4,-0.6944444444444444
7201,44905.0,1.0,1.2,0.5,-0.6944444444444444
7202,44906.0,1.0,1.2,0.6,-0.6944444444444444
7203,44907.0,1.0,1.2,0.7,-0.6944444444444444
7204,44908.0,1.0,1.2,0.8,-0.6944444444444444
7205,44909.0,1.0,1.2,0.9,-0.6944444444444444
7206,44910.0,1.0,1.25,0.0,-0.64
7207,44911.0,1.0,1.25,0.1,-0.64
7208,44912.0,1.0,1.25,0.2,-0.64
7209,44913.0,1.0,1.25,0.3,-0.64
7210,44914.0,1.0,1.25,0.4,-0.64
7211,44915.0,1.0,1.25,0.5,-0.64
7212,44916.0,1.0,1.25,0.6,-0.64
7213,44917.0,1.0,1.25,0.7,-0.64
7214,44918.0,1.0,1.25,0.8,-0.64
7215,44919.0,1.0,1.25,0.9,-0.64
7216,44920.0,1.0,1.3,0.0,-0.5917159763313609
7217,44921.0,1.0,1.3,0.1,-0.5917159763313609
7218,44922.0,1.0,1.3,0.2,-0.5917159763313609
7219,44923.0,1.0,1.3,0.3,-0.5917159763313609
7220,44924.0,1.0,1.3,0.4,-0.5917159763313609
7221,44925.0,1.0,1.3,0.5,-0.5917159763313609
7222,44926.0,1.0,1.3,0.6,-0.5917159763313609
7223,44927.0,1.0,1.3,0.7,-0.5917159763313609
7224,44928.0,1.0,1.3,0.8,-0.5917159763313609
7225,44929.0,1.0,1.3,0.9,-0.5917159763313609
7226,44930.0,1.0,1.35,0.0,-0.5486968449931412
7227,44931.0,1.0,1.35,0.1,-0.5486968449931412
7228,44932.0,1.0,1.35,0.2,-0.5486968449931412
7229,44933.0,1.0,1.35,0.3,-0.5486968449931412
7230,44934.0,1.0,1.35,0.4,-0.5486968449931412
7231,44935.0,1.0,1.35,0.5,-0.5486968449931412
7232,44936.0,1.0,1.35,0.6,-0.5486968449931412
7233,44937.0,1.0,1.35,0.7,-0.5486968449931412
7234,44938.0,1.0,1.35,0.8,-0.5486968449931412
7235,44939.0,1.0,1.35,0.9,-0.5486968449931412
7236,44940.0,1.0,1.45,0.0,-0.4756242568370987
7237,44941.0,1.0,1.45,0.1,-0.4756242568370987
7238,44942.0,1.0,1.45,0.2,-0.4756242568370987
7239,44943.0,1.0,1.45,0.3,-0.4756242568370987
7240,44944.0,1.0,1.45,0.4,-0.4756242568370987
7241,44945.0,1.0,1.45,0.5,-0.4756242568370987
7242,44946.0,1.0,1.45,0.6,-0.4756242568370987
7243,44947.0,1.0,1.45,0.7,-0.4756242568370987
7244,44948.0,1.0,1.45,0.8,-0.4756242568370987
7245,44949.0,1.0,1.45,0.9,-0.4756242568370987
7246,44950.0,1.0,1.5,0.0,-0.4444444444444444
7247,44951.0,1.0,1.5,0.1,-0.4444444444444444
7248,44952.0,1.0,1.5,0.2,-0.4444444444444444
7249,44953.0,1.0,1.5,0.3,-0.4444444444444444
7250,44954.0,1.0,1.5,0.4,-0.4444444444444444
7251,44955.0,1.0,1.5,0.5,-0.4444444444444444
7252,44956.0,1.0,1.5,0.6,-0.4444444444444444
7253,44957.0,1.0,1.5,0.7,-0.4444444444444444
7254,44958.0,1.0,1.5,0.8,-0.4444444444444444
7255,44959.0,1.0,1.5,0.9,-0.4444444444444444
7256,44960.0,1.0,1.55,0.0,-0.4162330905306971
7257,44961.0,1.0,1.55,0.1,-0.4162330905306971
7258,44962.0,1.0,1.55,0.2,-0.4162330905306971
7259,44963.0,1.0,1.55,0.3,-0.4162330905306971
7260,44964.0,1.0,1.55,0.4,-0.4162330905306971
7261,44965.0,1.0,1.55,0.5,-0.4162330905306971
7262,44966.0,1.0,1.55,0.6,-0.4162330905306971
7263,44967.0,1.0,1.55,0.7,-0.4162330905306971
7264,44968.0,1.0,1.55,0.8,-0.4162330905306971
7265,44969.0,1.0,1.55,0.9,-0.4162330905306971
7266,44970.0,1.0,1.6,0.0,-0.39062499999999994
7267,44971.0,1.0,1.6,0.1,-0.39062499999999994
7268,44972.0,1.0,1.6,0.2,-0.39062499999999994
7269,44973.0,1.0,1.6,0.3,-0.39062499999999994
7270,44974.0,1.0,1.6,0.4,-0.39062499999999994
7271,44975.0,1.0,1.6,0.5,-0.39062499999999994
7272,44976.0,1.0,1.6,0.6,-0.39062499999999994
7273,44977.0,1.0,1.6,0.7,-0.39062499999999994
7274,44978.0,1.0,1.6,0.8,-0.39062499999999994
7275,44979.0,1.0,1.6,0.9,-0.39062499999999994
7276,44980.0,1.0,1.65,0.0,-0.36730945821854916
7277,44981.0,1.0,1.65,0.1,-0.36730945821854916
7278,44982.0,1.0,1.65,0.2,-0.36730945821854916
7279,44983.0,1.0,1.65,0.3,-0.36730945821854916
7280,44984.0,1.0,1.65,0.4,-0.36730945821854916
7281,44985.0,1.0,1.65,0.5,-0.36730945821854916
7282,44986.0,1.0,1.65,0.6,-0.36730945821854916
7283,44987.0,1.0,1.65,0.7,-0.36730945821854916
7284,44988.0,1.0,1.65,0.8,-0.36730945821854916
7285,44989.0,1.0,1.65,0.9,-0.36730945821854916
7286,44990.0,1.0,1.7,0.0,-0.34602076124567477
7287,44991.0,1.0,1.7,0.1,-0.34602076124567477
7288,44992.0,1.0,1.7,0.2,-0.34602076124567477
7289,44993.0,1.0,1.7,0.3,-0.34602076124567477
7290,44994.0,1.0,1.7,0.4,-0.34602076124567477
7291,44995.0,1.0,1.7,0.5,-0.34602076124567477
7292,44996.0,1.0,1.7,0.6,-0.34602076124567477
7293,44997.0,1.0,1.7,0.7,-0.34602076124567477
7294,44998.0,1.0,1.7,0.8,-0.34602076124567477
7295,44999.0,1.0,1.7,0.9,-0.34602076124567477
7296,45000.0,1.05,1.15,0.0,-0.7575757575757577
7297,45001.0,1.05,1.15,0.1,-0.7575757575757577
7298,45002.0,1.05,1.15,0.2,-0.7575757575757577
7299,45003.0,1.05,1.15,0.3,-0.7575757575757577
7300,45004.0,1.05,1.15,0.4,-0.7575757575757577
7301,45005.0,1.05,1.15,0.5,-0.7575757575757577
7302,45006.0,1.05,1.15,0.6,-0.7575757575757577
7303,45007.0,1.05,1.15,0.7,-0.7575757575757577
7304,45008.0,1.05,1.15,0.8,-0.7575757575757577
7305,45009.0,1.05,1.15,0.9,-0.7575757575757577
7306,45010.0,1.05,1.25,0.0,-0.641025641025641
7307,45011.0,1.05,1.25,0.1,-0.641025641025641
7308,45012.0,1.05,1.25,0.2,-0.641025641025641
7309,45013.0,1.05,1.25,0.3,-0.641025641025641
7310,45014.0,1.05,1.25,0.4,-0.641025641025641
7311,45015.0,1.05,1.25,0.5,-0.641025641025641
7312,45016.0,1.05,1.25,0.6,-0.641025641025641
7313,45017.0,1.05,1.25,0.7,-0.641025641025641
7314,45018.0,1.05,1.25,0.8,-0.641025641025641
7315,45019.0,1.05,1.25,0.9,-0.641025641025641
7316,45020.0,1.05,1.35,0.0,-0.5494505494505494
7317,45021.0,1.05,1.35,0.1,-0.5494505494505494
7318,45022.0,1.05,1.35,0.2,-0.5494505494505494
7319,45023.0,1.05,1.35,0.3,-0.5494505494505494
7320,45024.0,1.05,1.35,0.4,-0.5494505494505494
7321,45025.0,1.05,1.35,0.5,-0.5494505494505494
7322,45026.0,1.05,1.35,0.6,-0.5494505494505494
7323,45027.0,1.05,1.35,0.7,-0.5494505494505494
7324,45028.0,1.05,1.35,0.8,-0.5494505494505494
7325,45029.0,1.05,1.35,0.9,-0.5494505494505494
7326,45030.0,1.05,1.45,0.0,-0.47619047619047616
7327,45031.0,1.05,1.45,0.1,-0.47619047619047616
